asin,summaryReview
B000SKI752,"['Hanes Crew Socks', 'Practical & a value', 'Good Crew Socks', 'Amazon to the Rescue', 'socks', 'Dependable and Worth the Money', 'decent quality for the money', 'Wish they were a little thicker?', 'socks', 'Not as good as they used to be.  Please raise the price, don&#8217;t reduce the quality!', 'Nice and comfortable', 'Sox', 'Good Quality', 'sock', ""My husband's favorite socks!"", 'Okay..', 'More stuff from China or wherever', 'Mens socks', 'High quality', 'all right by me !!!', 'Warm and cozy', ""Hanes Men's 6-pack Cushion Crew Sock"", 'My favorite', 'Good white socks', 'nice socks', 'Not what I was expecting... !!!', 'Good Socks', 'Nice Socks', 'socks', 'A little on the thin side, but good enough.', 'Thick Soft Cotton', 'great deal', 'They sag', 'Very nice....', 'They are socks', 'Not very good', ""What you'd expect, I guess."", 'Great value!', 'Good socks', 'there socks', 'Hubs loves these socks.', 'Not good', 'Cheap version of the Classic version', 'best socks ever', 'great', 'Hanes Socks', 'Good socks', ""hubby's favorites"", 'Great product', ""Hanes Men's 6 pack Cushion Crew Sock, White, 10-13"", 'What I wanted.', 'HAPPY FEET!']"
B000T9VK56,"['No more trips to the jeweler for me!', 'Great tools for simple watch repair.', ""I purchased this along with my watch and I'm sure glad that I did"", 'Everything you need to work on a watch.', 'Works great for me!  Awesome kit!', 'Great gift for anyone that owns several watches', 'It works', 'Cheap But Perfect', ""Best Purchase I've Made!"", 'Paid for itself witn first use', 'Just Great', 'Nice set', 'works', 'tool kit', 'Nothing flashy, but did the trick', 'Exactly what I wanted', 'decent kit', 'half of this is junk', 'Great Deal', ""Super cheap ... didn't have the tools I needed."", 'Not awful but not great by any means, either...', 'What do you expect for $7?', '16 PCS Watch Tool Kit', 'Excellent!', 'Save me time and money.', 'Cheaply made', 'Tic Toc', 'it works...', 'Handy but cheap', 'Good for the money', 'Deluxe Watch Repair', 'Works', 'Cheap tools at a cheap price', 'Not bad but...', 'So so', 'Good deal', 'Great value for occasionally used tools', 'Very useful watch kit!', 'Quality', 'Great price, but the tools break very easily!', 'Saved Me Money But Not Great Quality', 'Gets the job done - for a watch or two', 'Garbage.', 'Watch Tool Kit', ""For under $15 shipped it's great"", ""worryed i wasn't going to figure out how to use"", 'For $8, you get what you pay for', 'Great for the price', ""Haven't paid to have a band resized since"", 'Great!  But no instructions', ""You get what you pay for ..... Don't get it"", 'what you need if you fix your own watch', '16 PCS Watch Tool Kit', 'Great little general purpose watch kit', '16-Piece Deluxe Watch Opener Tool Kit - effective', 'Everything', 'good value', 'Okay', 'Fantastic price for good watch tool kit', 'All the tools I need to resize a bracelet, but not all to replace a battery...', 'Perfect Tool Kit for Adjusting my Invicta Watch Band', 'A must for watch fanatics', ""Lots more than I'll every use"", 'I sure wish the kit came with instructions.', 'Understand I got what I paid for', 'must have', 'not even worth the low price', 'good, but runt', 'Waste of my money', ""For the money you can't beat it!!!"", 'watrch tools', 'I wish I had read all the one star ratings before I clicked buy.....', 'JUNK.', 'What should I expect for $8?', 'My Bad', 'It works!', 'really cheap stuff. much of it barely works.  not real useful.', 'Cheap, but effective', 'Bad tools', 'Got the job done!!', 'Watch repair kit', 'Met  my expectations', ""Not applicable for a woman's watch"", 'Great kit', 'Great tool kit!', 'Comes with all the tools!', ""For it's price, this 16-piece watch repair kit does the job!"", 'Repair Kit', 'Watch repair kit', 'Cheaply made', 'Meh', 'how to use???', 'Has what one needs-mostly', 'CHEAP', 'Not bad for the money', '5 Stars Because it Works', 'This Set Worked Out Great....', 'Kele', ""The reviews I saw before I purchased this I'll admit was a bit funny."", 'Save a trip to the watch repair shop', 'Terrible product for a great price', 'Worth every bit of 5 dollars', 'Works Pretty GOOD!', 'You get what you pay for, this was super cheap.', 'Good cheap tool set', 'HO HUM', 'Look elsewhere', 'Does the job and the price is right!', 'You get what you pay for.', 'No instructions, damaged and duplicate items', 'Just As Good as Swiss Made', 'awesome kit', 'Will do the job', 'Watch tools', 'NOT BAD', 'Get what you pay for.', ""Alot of people gave this product a bad review. I'm glad I didn't listen"", 'Great product', 'Deserved 2.5 star', 'Very useful', '16 PCS Watch Tool Kit', 'A must have', 'Everything I Need !!!', 'A lot of tools', 'Not Many Uses Out of This Kit', 'Parts are good, others not so much...', 'It Okay', 'has everything!', 'Nice kit', 'Poorly made, but Cheap', 'Watch kit', 'Life saver for watch lover..', 'New at repairman', 'Decent', 'GREAT PIECE, FAR EXCEEDS COST', 'too small', 'Well worth what I paid... so far.', 'I have no clue where these were made, some place with blind quality inspectors.', 'Tool for the job.', 'Convenient Amateur Watch Repair/Maintenance Home Toolkit (DOES NOT COME WITH CASE)', 'If you own a watch you need this kit!', 'Watch Tool Kit', 'Bring on the watches', 'Gets the Job Done', ""I'm saving money with this deal....."", 'Three Stars', 'El Cheapo, Hey what did you expect?', 'Good product', 'Pays for itself with one use', 'For the money its ok', 'Necessary tools for Watch Servicing not provided in stanard tool sets.', 'Jewellery kit', 'Great item', 'Wanna Be watch repairman', 'Removing pin Kit, Great Price.', 'Great Kit', 'Nice little kit, but nothing to put all the little pieces in!', 'cheap tools for cheap watches', 'My watch is made by Superman', 'Did the job', 'I like it', 'Excellent Bargain-Priced Set of Basic Watch Repair Tools', 'Watch', 'Lou Review', 'Great', 'GOOD', 'Works well for the price!', 'GREAT  TOOLS', 'Just what I needed', '16 PCS Watch Tool Kit', 'Great for the price!', 'Anyone can use it', 'Versatile tool kit', 'Effective', 'A little confusing', 'Pins Too Large', 'Good for the home use', 'Cheap but did the job', 'How can you go wrong?', 'Tools for Watch Collector', 'Cheap tool kit', 'Great price, save you time and money at watch shop', 'Tool Kit review', 'Good little kit for little $$', 'Just O.K.', 'Careful or One time', 'This kit really needed a smaller screwdriver head in it ...', 'Great set of tools', 'Nice .... but....', 'Pushout tool is easy to break', 'Cheap Kit', 'Good for sizing bracelets.', ""Take your 'time'"", 'It cheap and efficient', 'Not Useful', 'worth it for simple watch repair', 'Tool Kit', 'For a cheap price Watch tool kit !', 'Have used this kit many times', 'Nice, but not Professional Quality', 'Does the Job!', 'gift', 'Very Nice', 'Great kit but missing a piece', 'Generally cheap starter kit, but not bad for the price', 'BEST gift for yourself', 'Allowed Total Watch Novice to Remove LInks from Invicta Watch']"
B000UJY3VS,"['Truly Thigh High', 'CUTE', 'Good', 'very long', 'Super Long is Right!', 'Good but could be better', 'super leg warmers', 'Awesome!!!', 'Fashionably warm', 'Pluses and negatives balance out', 'Great gift', 'LOVE', 'Okay..', 'Better than I thought they would be', ""I don't agree with other reviewers"", 'My Favoirtes', 'Super long cable knit leg warmers', ""Love 'Em!"", 'Long Cable warmers', 'Fits Up to the Thigh, Adds Warmth', 'Great if you want 40 inches of sock bunched up around your ankles.', 'Not a snug fitting leg warmer AT ALL', 'Super comfy', 'Awesome legwarmers', 'Soooo soft!!!!', 'Happy girlfriend', 'Perfect for winter!', 'I put these OVER my jeans and before my tall boots to move snow', 'LOVE!  But definitely overpriced.', 'nice and comfortable', 'These are so comfy!', 'Lovely warmers', 'wife liked it.', 'Really long and comfy', 'Not really great for big thighs, but they still look cute.', 'love them going to get more', 'Nice and warm!', 'She loves them', 'want to get another pair', 'So warm and stylish!', 'LUV', 'Very Satisfied!', 'They a long and thick!', 'Sexy Warmers', 'Perfect for my Height!', 'these are LONG, even on an almost 6 foot tall gal', 'Extra warm and comfy', 'AMAZINGLY SOFT AND WARM AND COMFORTABLE. It will not stay up on its own', 'just what I was looking for', 'Really nice', 'Comfortable. Good fit for must about any size leg.', 'Love Them!', 'Warm and beautiful', 'WARM AND SNUGGLY', 'In love with these leg warmers', 'THESE ARE AWESOME!', 'Definitely warming my legs.', 'Comfortable? Check. Fashionable? Check. Warm? Check!', 'comfy', 'Great buy', 'Larger and thicker than expected- but WONDERFUL', 'Not what I was hoping for', 'long and soft', 'warm and cute', 'Love them!', 'LOVE IT', 'They kept my legs roasty toasty!', 'Way too long, and I am 6ft tall', 'OK', 'Extra Warnth', 'Great Leg Warmers', 'I love my leg warmers!', 'Perfect to and from.....', 'cant live without them :)', 'very long, too loose']"
B000V6X6I6,"['It isn\'t ""poofy""', 'Love it!', 'Perfect fluff, price and length is spot on', 'Made my beer girl costume a cut above the rest', 'awesome hat!!', 'Not as pictured', 'Petticoat', 'Puffy Petticoat!', 'Very Poofy, Great value!', 'Received wrong size', 'Cute and fit well', 'Perfect!', 'Very practical (if you find tutus practical :))', 'Great product', 'Made the outfit and made through Disney.', 'lovely little petticoat - great for the price', 'No feathers', 'Perfect!', 'misleading', 'hat hard to keep on when wind blows, but fits with the costume', 'Exactly what it looks like', 'Fluffy!!', 'Quite the thing.', 'REALLY PRETTY', 'Fits!', 'Fun/flirty', 'Took forever to get here', 'Great product', 'Great for costume!', 'Perfect Puff', 'Fluffy and practical', 'Adorable!', 'Leg Avenue Petticoat, White, One Size', 'Kinda of short for me..', 'Cute for costume', 'yes i do', 'this is a really flimsy hat', 'Nice quality', 'Love this Hat', 'Very nice costume hat!', 'Great for price', 'Perfect petticoat', 'Beautiful large hat', 'Love it!', 'Super fluffy and really soft.', 'excellent quality, super fast shipping.', 'Shorter than it looks', 'AMAZING!', 'Swashbucklers Hat', 'pretty in purple!', 'You will like this petticoat', 'Cute!']"
B000VK2GXS,"['Not a miracle lift', 'To much coverage', 'Great Support Front and Back', 'Perfect', 'Bra did not work', 'Satisfied', 'Looks awful.  Material is rough.', 'Pointy Madonna Boobs', ""Don't topple over, Get this bra instead"", ""Glamorise Women'sMagiclift Front Close Posture Support Bra"", 'wear this all the time', 'Straps Too Short', 'Seemed like a good bra but', 'Comfortable with nice support', 'Hooks are tiny and hard to close', ""It's okay"", 'Excellent!', 'Band rolls up your rib cage', 'A little scratchy', ""Wish it didn't curl and dig"", 'just what I wanted', 'Wonderful full fit', 'The dreaded cone shape!', 'Bra', 'not a good fit', 'Front closure bra', 'Elastic curls', 'Comfortable But....', 'great bra but too big', 'Comfort and support', 'Functional, and fairly comfortable', 'My mistake :-(', 'ANOTHER BRA WITH NO PACKING SLIP', 'Odd and Uncomfortable', 'Five Stars', 'Uncomfortable and scratchy', 'wrong fit for me', 'Comfortable and does its job', 'Old Style and Not Terribly Well Made', 'Feels like a wal mart blue light special. Cheap material. Irritating seams on the areolas', ""Doesn't fit very well,"", 'Looks Nice but too small', 'Perfect!', 'Supporting bra', 'Love this bra!?', 'love it', 'too small', 'Not as expected.', 'cups bigger than expected', 'bras-size 36 J', 'Like a glove', 'Great Bra', 'This is serious support', 'Great support', 'not what i expected !', 'Not comfortable for me', 'Most comfortable bra ever', 'no magic here', 'Hard to clasp']"
B000VK2LJC,"['Fits...', ""Glamorise Woman's front close bra"", 'Perfect - except fr the hateful wire', 'Good Fit', 'Love it', 'Five Stars', 'LOVE THIS BRA', 'Nice quality and look', 'front hook bra', 'great', 'Not nice', 'like the opening in the front', 'very pleased', 'Band a little tight, clasp too small for the bra size', 'red', 'Fits perfectly', 'I LOVE FRONT HOOKS', 'Pretty, but snug cups...', 'Good grief', 'awesome', 'Awful', 'Great product', ""Fit's good"", 'This bra is ok...', 'Fits great!!', 'I m a large gal amd this fits great', 'Fits great but has too many flaws.  I wish I could return it.', ""cute but doesn't fit right"", 'Excellent!!!', 'Bra', 'Five Stars', 'Love!', 'Beautiful', 'underwire issues', ""The best I've worn for a long time"", 'Nice bra, BUT...', 'The BEST front close bra available', 'WAY TO SMALL', 'LOVELY LACE FRONT CLOSE BRA', 'The underwire pokes forward & the  lace is very scratchy', ""Where are the 40 A bra's for old fat ladies who want to feel pretty"", 'The underwire will not lay flat', 'Love this bra', 'Too Small', 'Front Wire Malfunction', 'Great Front Close Bra', 'very comfortabe', 'Happy breasts!', 'HAPPILY SURPRISED', 'Accept no substitute!  Glamorise makes the best bras!', ""Wires don't lay flat"", 'uncomfortable and expensive bra', 'Too many seams', 'front hook is the best!', 'Weird fit', 'Best Bra', 'Glamorize Womens front close lace bra', 'SUPER FOR LOW CUT DRESSES', 'Terrible Underwire', 'Great support', 'Wonderful Bras', 'Nice bra', 'Front hook', 'Pretty, but cheaply made', 'Fits beautifully', 'Comfortable and pretty', 'I love it', ""Doesn't fit right"", 'Comfortable & Pretty', 'Meh...', 'Great fit and coverage for a petite woman', 'Great Bra!!!', 'Beautiful Bra!! /So Comfortable', '2nd gift for wife', 'Underwire an understatement!', 'Loving it!!', 'perfect support', 'I like it and so does he!', 'Very feminine', 'Glamorise Front close Wonderwire Bra', 'Pretty and comfortable', 'Small', 'runs a tad big', 'fits perfectly', 'Liked it enough to buy it a second time', 'comfort and support both', 'Wires stick out on chest', 'really small cups', 'Comfy']"
B000W3UL7W,"['Love these boots!', 'Finally!', 'blue patent docs', 'I Dream In Green...', ""It's gonna be great"", 'DO YOURSELF A REALLY HUGE FAVOR AND DO NOT BUY!!!!!!!!! Horrible and possibly FAKE', 'Love the boots, but they fit me big :(', ""c'mon, it's dr. martens"", 'Fake?', ""I really love the boots, but I'm going to have to size up."", 'Love them, now have to gather up the courage to wear them', 'She Loves Them', 'Dr. Marten pink boot', 'The cherry red smooth boots looked like plastic clown shoes.', ""Footwear at it's finest."", 'Still breaking in but love so far', 'Way too stiff', 'AWESOME', 'Ouchie', 'Docs are the best!', 'Finally got what I wanted..........', 'Reliving my teenage years', 'Motorcycle Boots', 'Dr. Martens Black 1460', 'My Work Boots', 'LOVE', 'Awesome pair of boots', 'My Docs', 'My doc martens in smooth black', 'present for my wife', 'All my worries disappearing', 'Year round shoe!', 'Classic Docs', 'Runs a tad small', 'I Love My Docs..... BUT', 'In love', 'Love at First Sight', 'Love these boots!', 'A classic boot!', 'Cool Boots (1460 Smooth Black)', 'Of course I love them!', 'Favorite boots ever', 'Perfect', 'Great durable shoe', 'My favorite docs!', 'Wow, the patent leather is so shiny!', 'Awesome boots!', 'Awesome boots', 'Squeak Squeak', 'Happy shoes!', 'AWESOME Boots!!!', 'True to size! The reviews are right - you do need to break the shoes in', 'break in period required', 'Great price for these!']"
B000W41AIK,"['Love them', 'light weight but warm and trendy', 'Soft and comfortable', 'Great', 'just ok', 'love it', 'best and best and best!!!', 'Comfortable', 'My favorite sweat pants!', 'love it', 'Sweat capri', 'OK', 'Best for the Price', 'Cute and comfy', 'Love these!', 'comfortable', 'exactly what i wanted', ""You won't be disappointed"", 'Cute and comfortable', 'Capri sweat pants', 'So comfortable', 'Very comfortable', 'Ginormous', 'Comfy and keep my legs from sticking to the couch!', 'Love these!', 'Best Sweats Ever', 'Pleased', 'Good!', 'Frumpy, runs large', 'Soft and super', ""Can't beat the price!"", 'Football capris', 'Soffe Juniors Fleece Roll Up Capri', 'Slimmer on the model', 'Great product.', ""i didn't keep them..."", 'Great pants', 'Oh yeah!', 'it was ok', 'Ok...', 'Super fit', 'Great Buy', 'Soft', 'Great for the price', 'soffe juniors fleece roll up sweat pants', 'Cute Casual Pants', 'Very comfortable and stylish capris!', 'Love These!!!', 'I wear them ALL THE TIME!', 'Capri', 'Just as expected', 'Like Them']"
B000WO84Z2,"['short lived purchase', ""TSA ninja'd my lock!"", 'Small enough', 'Make sure to read instructions first - button to press and hold is impossible', ""Didn't open at all however hard I tried"", 'TSA locks NOT TSA compliant!', ""Don't buy if you want actual security."", 'Opting for a different one next time.', ""Good idea but didn't use"", 'TSA-Friendly', 'eh...', 'Nothing Special', 'Master lock 4688D TSA Accepted', 'MasterLock luggage locks', 'perfect', 'LOVE IT', 'Sturdy', 'Bought Two, Much Easier than Traditional Locks', 'Worked great', 'Nice small TSA compatible luggage lock', 'Decent Quality Lock for the Price', 'master lock', 'Great luggage lock', 'Love these locks!', 'good for the price', 'Amazing for my International trip', 'Useful', 'Works for what it is', 'easy to use', 'Looks like a good lock', 'The little lock that could', ""Lock that's allowed"", 'Keeps the casual thief away..', 'strong and cute', 'An okay lock', 'Good lock, gets the job done.', 'Works', 'adds a great level of extra security', 'TSA lock', 'A lock for luggage', 'Excellent Travel Lock', 'LOCKED', ""Still can't stop thieves"", 'great locks', 'Works great for travelers', 'Easy to operate and set the combination', 'Will keep the honest people out', 'Works but has some drawbacks', 'Luggage Locks', 'Five Stars', 'good lock', 'Handy little lock!', 'fantastic', 'worked great', 'They work!', ""It's not too bad"", 'Perfect']"
B000WUOVXK,"['nice and comfortable', 'Comfy!', 'narrow heel (which is a good thing for me)', ""just can't beat Clarks."", 'Quality', 'My kind of shoe', 'Clarks unstructured slip on', 'Not as comfortable as i had hoped', 'Extremely comfortable shoes', 'Clarks are good shoes', 'Great shoe', 'Perfect', 'comfort and quality', 'Love these shoes!', 'On the narrower side of normal/medium', 'Someone Hit the ""Float"" Button on these shoes!', 'comfortable', 'Very Comfy!', 'comfortable everyday shoes with jeans', 'Great Shoe', 'Awesome shoe', 'Great Shoes', 'Comfortable casual shoes', 'Great!', 'Casual Shoe', 'Comfortable', 'Love at first, and subsequent, wearing', 'I love IT', 'I like the shoe EXCEPT', ""Clarks Unstructured Women's Un.Loop"", 'Incredibly comfortable shoes', 'I love these shoes!', 'Great shoe', 'walking feathers', 'Fairly comfortable; one (big) complaint...', 'High Praise for Unstructured Shoes', 'Very comforable shoe', 'Very comfy but runs short.', 'Runs long & narrow', 'Love!', 'INSTANT COMFORT!', 'Favorite shoes!', 'Love these shoes!', 'I love these shoes!!', 'Good shoe!', 'Squeak Squeak', ""Can't beat the comfort"", 'I love these shoes.', 'very comfortable!', 'Love this shoe', ""oh my gosh...won't have to send back"", 'Very comfy and good looking Shoe', ""Clark's"", 'Not as ""stretched"" as I would have liked']"
B000XDDERK,"['Just perfect', 'Great!', 'Love these!', 'Beautiful shoes', 'not a standard size', 'Exactly what I needed', 'Tiny!', 'One for me and one to donate.', 'Pricey, but worth the splurge', 'Cute and comfy', 'Not for me', 'Great shoes', 'TOMS canvas shoes', 'love these comfy shoes!', 'they run way too small', 'So comfortable & cute', 'Super comfortable', 'Good Color', 'AWESOME SHOE!', 'Buy them!!!!!!!!!!!!!!!!!!!!', 'red toms', 'Great', 'Just Perfect - Authenticity test!', ""Fit great but haven't worn them out yet"", 'TOMS', 'Five Stars', 'Great Shoes', 'Great shoes but they are on the big side', 'I like them :)', 'Great', 'I LOVE TOMS!', 'Just as Expected', 'Great Shoe!', 'Excellent gift for my mother-in-law!', ""You Can't Beat a Pair of TOMs!"", 'Awesom', 'This is my second pair', 'Boats', 'Slightly Different Sizing...', 'Very nice', 'Love Toms', 'comfy!', 'TOMS', 'I Love my TOMS!', 'My 1st pair', 'Great!', 'TOMS', 'Great fit!', 'Love my Toms', 'Comfortable and for a good cause', 'Loved these so much, I bought a second pair today!', 'Deceptive comfortable!', 'love TOMS!', 'Great  shoes!', ""I finally gave in and got a pair, and they're great!"", 'Amazing price for a super comfortable shoe!', 'Soft, comfortable, light weight', 'TOMS!', ""Love the shoes, don't know why they changed"", ""My daughter's favorite shoes"", 'Love my toms', 'I L&lt;3 RED!', 'Perfect!!!', 'ok shoes', 'Love the color but a little loose!', 'So comfortable!', ""I don't understand"", 'Great!', 'Toms are comfy and long lasting.', 'Love My Toms', 'LOVE', 'Gifted', 'Lightweight and comfortable shoe, runs large', 'Another great TOMS shoe', 'these are perfect', 'Toms Shoes', 'Great comfort', 'so great', 'Love my Toms!', 'Toms', ""I really don't get the hype about TOMS"", 'looser than my normal shoes', ""Toms Women's Classis Canvas Slip-On"", 'TOMS', '..', 'Love it!', 'Great', 'Runs Big', 'Cute and comfortable!', 'Great casual shoe!', 'Acceptable, but wide', 'Love these', 'LOVE LOVE LOVE', 'Toms are winners', 'Five Stars', 'Worth the Price', 'TOMS', ""TOMS Women's Natural Canvas Slip-On, Black 7.5M"", 'Comfy', 'RED', 'really like the color', 'Fairly comfortable slip-on shoes...but the construction was not that great on mine', 'So Comfortable!', 'seem to be the real thing', 'Awesome shoe and concept!', 'Great Looking Casual Shoe', 'Great casual shoes', ""Love 'em"", 'Casual and comfortable', 'Nice', 'Perfect', 'Too big & scratchy', 'Great product!', 'Cute shoes, good cause!', 'Fits too large, but good shoes.', 'Ran large', 'I so wanted them to fit, I do love them', 'Review is for the shoes, not the seller', 'Comfiest Toms', 'Comfortable, but Odd Sizing', 'Light weight and durable construction', ""I love my new Tom's!"", 'Great color and style! Love Toms!', 'Good Shoe, Great Concept', 'This was a gift', 'Disposable shoes - but Good Intentions are Not Enough', 'Comfy Feet!', 'Great Shoes!', 'comfortable', 'Not comfy', 'Still wear the crap out of these several seasons later', 'Love them', 'Color and fit are a mess...', 'sent them back', 'TOMS are TOMS!', ""What can I say?  They are Tom's!"", 'Super comfortable.', 'Nice product....!!', 'Most comfortable shoe I have ever owned, seriously!', 'Best Buy!!', 'Comfortable.']"
B000XPIZPE,"['Comforable Sandals', 'I agree with every body else!', ""Reggae Rasta Sketcher's are THE BEST EVER!!!!!!!!!!"", 'I Love Skechers Shoes', 'sketchers Reggae sandal', 'Great shoe', 'Wonderful Sandal', 'you can beat Skechers  l', 'Update', 'Most comfortable sandal ever', 'so comfortable', 'Great Sandal', 'Seem great but too big', 'Very comfortable sandals', 'Love these sandals!', 'These are the most comfortable sandals ever!', 'Sandal is Great', 'Love these Sandals', 'Comfortable, good support', 'Great price and comfort', 'perfect', 'skechers rasta to thong', 'The BEST for comfort, support and looks', 'My second pair!', ""Love 'em."", 'great summer sandal', 'cute', 'not a great look', 'Comfy & stylish skechers', 'Best sandal ever!', 'Sketcher Raggee Rasta Sandals', 'Yeah, you could use a pair or two or more of these....', 'Great Shecker Sandals', 'The most comfy shoes I own, period.', 'Great sandles', 'Not bad', 'Love these sandals!', ""Skechers women's Reggaes-Rasta sandal"", 'Comfort & Quality, Perfect Fit!', 'awesome! I can finally wear thong sandals!', 'Great Purchase', 'Sturdy and comfy', 'great sandles', 'Nice flip flop', 'good solid sandals', 'Bought a second Pair', 'Comfortable', 'Very attractive sandall', 'Very comfy!', 'LOVE these!', 'My everyday sandals', 'Better than simple flip-flops', 'Skechers Rasta Toe Thong Sandals', 'Outstanding Comfort, better than Gym shoes/Sneakers!', 'Very comfortable sandal!', 'Out of the box COMFORT!', 'comfy shoes', 'Great beach walking sandals', 'Are These Rejects?', 'Reggae rasta thong sandal', 'OMG Comfortable!!!', 'Love these', 'most comfortable sandal EVER!', 'Best Sandal Ever', 'Comfortable', 'Comfortable sandal', 'Great shoes', 'Great Sandals', 'skechers Rasta toe thone sandal']"
B000XTHOA2,"['Nice little wallet.', 'Happy with my purchase', 'Wallet', 'I really love this wallet', ""Does the trick; slightly bulkier than I'd prefer"", 'Small and chunky', 'Wizard Wallet', 'It serves my purpose entirely.  I like it!', 'Well-made ...', 'Best wallet, compact but holds a ton of cards!', 'Just what I needed it to do', 'Buxton Wizard Wallet for Women', ""of course) is a perfect fit. I find I don't write many checks ..."", 'Good concept but ...', 'The little wallet that could', 'Buxton quality-the best', 'Button compact wallet', 'Pretty Pink', 'A little chubby', 'Better than the metal credit card holders!', 'An excellent buy  for years!', 'small and conveniet', 'Great little wallet!', 'Love this wallet!!!', 'cute little wallet', 'Just what I was looking for!', 'Fits what I need', 'Too small', 'Love this wallet', 'Buxton Wizard Wallet for Women', 'Love the small size', 'great price for cute little ID wallet.', 'small leather wallet', 'My second one', 'No a good place to put cash', 'go to have 1', 'Great Little Wallet', 'as described', 'Very attractive and functional', 'Perfect size.', 'Perfect for my needs!', 'Buxton Wizard wallet', 'A great little value', ""Well Constructed And Fits My Needs...Here's What You Get."", 'Love Love Love', 'All in one wallet', 'Fits a lot of credit cards', 'Bright BEAUTIFUL Pink Wallet!', ""Wouldn't call this a &#34;wallet&#34;..."", 'i can see my cards', 'Ordered my second', 'Nice quality wallet', ""OMG I'm thrilled!"", 'Accordion Wallet', 'Not my favorite', 'PERFECT SIZE!', 'Perfect', 'Just the right size']"
B000XV7ORI,"['Nice Transitional Bra!', 'LOVE it!', 'Love love love it', 'Great Comfort and Coverage', 'Good for what it does', 'So comfy and provides coverage', 'Great choice for nursing moms.', 'Comfortable and supportive', 'strange but comfy', 'A very good nursing bra!', 'Too much fabric... can make you overly hot/ sweaty', 'Best nursing bra ever', 'Typical wireless', ""The best, I'm buying more"", 'super!!!', 'Finally a good nursing bra', 'Too tight and fabric does not breathe', 'Super comfortable', 'So comfortable', 'Pretty happy!', 'Best Nursing Bra Out There!', 'Bravado Designs Body Silk Seamless Nursing Bra - Butterscotch - Medium', 'The best bra ever!!!', 'Most comfortable and supportive nursing bra I own', 'comfy', 'Awesome', 'Bravado Body Silk vs Bravado Bliss...A comparison', 'Feels comfortable', 'Comfy but not super supportive for larger bust.', 'Great bra', 'Super comfy', 'Small breasted mamas might have trouble with this bra', 'Very comfortable!', 'Best.Bra.Ever.', 'feels so soft', 'Really comfy', 'Not sure why women love this bra', 'Very comfortable', 'best support', 'Good nursing bra', 'Saggy saggy saggy', ""It's a keeper"", 'LOVE this nursing bra', 'Pretty comfy', 'Great for No Underwire', 'Not great.', 'BUY THIS NURSING BRA! SERIOUSLY!', 'Love these!  Great for pregnancy, sleeping, and nursing.', ""Should've read the 1 Star reviews FIRST!"", ""Don't get a the good reviews"", 'Good bra but wish the padded cup would stay still!', 'So far unuseable', 'Great bra!', 'Great for those who miss an Underwire Bra!', 'Best Nursing Bras', 'Exactly what I was looking for', 'Very comfortable', 'Great', 'Comfortable', 'Excellent bra - very comfortable!', 'Excellent!', 'Love it!', 'Good product', 'Saggy sadness', 'The only nursing bra I will wear', 'Super comfortable!!', 'Happy with this purchase.', 'After wearing it twice.....', 'FINALLLLLY A GREAT NURSING BRA!!!!!', 'very comfortable!', 'most comfortable nursing bra!', 'Good Nursing Bra', ""It's ok"", 'Completely off on their sizing', 'Not very good.', 'Life Savior', 'Best nursing bra ever', 'comfortable but NO support', 'I love this bra! Bought another!', 'High Ratings For Comfort!', 'REALLY comfortable', 'great color', 'love these bras', 'Wonderful bra for pregnancy and nursing', 'Like', 'Great comfort, great quality', 'wife loves them!']"
B000ZP6N7O,"['useful', 'great shoe', ""i didn't like these"", 'I wish there were more colors available!', 'Different Crocs Have Different Uses, These Are For Wet Tasks', 'Best design so far!', 'Thank God for Crocs', 'arch support !', 'One of My Favorite Crocs', 'Good.', 'Ugly, but functional.', 'Four season footware', 'Crocs Unisex Specialist Clog', 'Very Comfortable', 'Nice', 'Love my Crocs', 'Crocs', 'Headline', 'Always comfortable', 'Just what my husband wanted', 'True to size and fabulously priced', 'Downsize.', 'Extremely comfortable.', 'Comfortable, but not a panacea for my foot issues', 'When they say...', ""Just didn't do it"", 'Comfortable', ""CROCS UNVENTED 'SPECIALIST': YOU ONLY THINK THEY'RE UGLY. WAIT TIL YOU WEAR THEM!"", 'To the Crocs company: Please make half sizes and narrow!!!', 'Husband loves them.............................', 'These are ""OK""', 'SO Nice for standing', 'Not too bad, but for work shoes I have higher expectations...', 'rubber stink', 'Great product, great price', 'Even the color is okay', 'Lasted a long time.', 'I like them', 'Not as expected', 'one word: insoles', 'Great garden shoes', 'Love these ugly things.', 'Bought for my wife', 'Crocs', 'Perfect fit, perfect lifestyle fit, too.', 'Use for garden work', 'Material seems overly rigid', ""Oh why can't they get the size right?"", 'Too small', 'Really roomy', 'Crocs perfect for problem feet', 'Great clogs!', ""Specialist? What's so special about it?"", 'Crocs', 'works on the farm', 'greta shoes', 'What a great deal!', 'Great buy']"
